crash_id,crash_event,crash_type,number_fatalities
9824,20161257,Single,1
9825,20162013,Multiple,1
9826,20161117,Single,1
9827,20165104,Single,1
9828,20167010,Single,1
9829,20163108,Multiple,1
9830,20164018,Multiple,1
9831,20161023,Single,1
9832,20161084,Multiple,1
9833,20162109,Single,1
9834,20163028,Multiple,1
9835,20162249,Multiple,1
9836,20167027,Single,1
9837,20161025,Single,1
9838,20162251,Single,1
9839,20162262,Single,1
9840,20163180,Multiple,1
9841,20162061,Multiple,1
9842,20162221,Multiple,1
9843,20162237,Single,1
9844,20162184,Multiple,1
9845,20165132,Single,1
9846,20165070,Single,1
9847,20163001,Multiple,1
9848,20163027,Single,1
9849,20163046,Multiple,1
9850,20162149,Multiple,1
9851,20162014,Multiple,1
9852,20162055,Multiple,1
9853,20163063,Single,1
9854,20165004,Single,1
9855,20164028,Single,1
9856,20162239,Single,1
9857,20163232,Single,1
9858,20161085,Single,2
9859,20163054,Multiple,1
9860,20165016,Multiple,1
9861,20162263,Single,1
9862,20161249,Multiple,1
9863,20162121,Multiple,1
9864,20162100,Multiple,1
9865,20161136,Multiple,1
9866,20161013,Single,1
9867,20162012,Multiple,1
9868,20161077,Multiple,1
9869,20164029,Multiple,1
9870,20167034,Single,1
9871,20165057,Single,1
9872,20162176,Multiple,1
9873,20164044,Single,1
9874,20166013,Multiple,1
9875,20165030,Single,1
9876,20165108,Multiple,1
9877,20161177,Multiple,1
9878,20165079,Single,1
9879,20163010,Single,1
9880,20162244,Single,1
9881,20166032,Single,1
9882,20163018,Single,1
9883,20161159,Multiple,1
9884,20165154,Single,1
9885,20163112,Single,1
9886,20162161,Single,1
9887,20161111,Single,1
9888,20162187,Single,1
9889,20161050,Multiple,1
9890,20165127,Single,1
9891,20163103,Single,1
9892,20162069,Single,1
9893,20164043,Multiple,1
9894,20163009,Single,1
9895,20161222,Single,1
9896,20161018,Single,1
9897,20166027,Multiple,1
9898,20161267,Single,1
9899,20165114,Single,1
9900,20163055,Single,1
9901,20165082,Multiple,2
9902,20167017,Single,1
9903,20161037,Single,1
9904,20161160,Single,1
9905,20161163,Single,1
9906,20161106,Single,1
9907,20161212,Single,1
9908,20163101,Single,1
9909,20165060,Single,1
9910,20163158,Single,1
9911,20161233,Multiple,1
9912,20164073,Multiple,3
9913,20163097,Single,1
9914,20162234,Single,1
9915,20161074,Multiple,1
9916,20161190,Multiple,1
9917,20165076,Single,1
9918,20163070,Multiple,1
9919,20165159,Multiple,1
9920,20161058,Multiple,1
9921,20166020,Multiple,2
9922,20162270,Single,1
9923,20163045,Single,1
9924,20163234,Single,1
9925,20162206,Multiple,1
9926,20164010,Multiple,1
9927,20162180,Single,1
9928,20163194,Multiple,1
9929,20165092,Single,1
9930,20166028,Multiple,1
9931,20163143,Single,1
9932,20162194,Multiple,1
9933,20165014,Single,1
9934,20163201,Multiple,2
9935,20161312,Multiple,1
9936,20161046,Multiple,1
9937,20166011,Multiple,1
9938,20162216,Multiple,1
9939,20162226,Multiple,1
9940,20165118,Multiple,1
9941,20165065,Single,1
9942,20161208,Single,1
9943,20162033,Multiple,1
9944,20167036,Multiple,1
9945,20163167,Single,1
9946,20161125,Multiple,1
9947,20163031,Single,1
9948,20161283,Multiple,1
9949,20162074,Single,1
9950,20161229,Multiple,2
9951,20163130,Single,1
9952,20163012,Multiple,1
9953,20164070,Single,1
9954,20163124,Single,1
9955,20162268,Single,1
9956,20162075,Multiple,2
9957,20161072,Multiple,1
9958,20162139,Multiple,1
9959,20165072,Single,1
9960,20162126,Multiple,1
9961,20165096,Multiple,2
9962,20165074,Single,1
9963,20161132,Single,1
9964,20162272,Multiple,1
9965,20163156,Multiple,1
9966,20163193,Single,1
9967,20162106,Multiple,2
9968,20163214,Single,1
9969,20167032,Single,1
9970,20163069,Multiple,1
9971,20157024,Single,1
9972,20155018,Single,1
9973,20157016,Single,1
9974,20158007,Multiple,1
9975,20151041,Multiple,1
9976,20154091,Multiple,1
9977,20153188,Multiple,1
9978,20151162,Single,1
9979,20155139,Single,1
9980,20153110,Single,1
9981,201550039,Single,1
9982,20151205,Multiple,1
9983,20154085,Single,1
9984,20152148,Multiple,1
9985,20158009,Single,1
9986,20151103,Multiple,1
9987,20153148,Single,1
9988,20152011,Multiple,1
9989,20151120,Multiple,1
9990,20153141,Single,1
9991,20151292,Single,1
9992,20157019,Multiple,3
9993,20151051,Single,1
9994,20153138,Single,1
9995,20151316,Multiple,1
9996,20153169,Multiple,1
9997,20152225,Single,1
9998,20151094,Single,1
9999,20155021,Single,1
10000,20153042,Multiple,1
10001,20152185,Multiple,2
10002,20151192,Single,1
10003,20155081,Single,1
10004,20152191,Multiple,1
10005,20155009,Multiple,1
10006,20151141,Single,2
10007,20155035,Single,1
10008,20151282,Single,1
10009,20151154,Single,1
10010,20152220,Multiple,2
10011,20152090,Multiple,1
10012,20152104,Single,1
10013,20155103,Single,1
10014,20151008,Single,1
10015,20155045,Single,1
10016,20152088,Single,1
10017,20153121,Multiple,1
10018,20158013,Multiple,2
10019,20151021,Single,1
10020,20153155,Multiple,1
10021,20152139,Multiple,1
10022,20154012,Single,1
10023,20151216,Single,1
10024,20152023,Single,1
10025,20151002,Multiple,1
10026,20157011,Single,1
10027,20152096,Single,1
10028,20152163,Single,1
10029,20155116,Multiple,1
10030,20153194,Multiple,1
10031,20151028,Multiple,1
10032,20151017,Multiple,1
10033,20153108,Multiple,1
10034,20151054,Single,1
10035,20152105,Single,2
10036,20155034,Single,1
10037,20151033,Single,1
10038,20155102,Multiple,1
10039,20151104,Multiple,1
10040,20157017,Multiple,1
10041,20153128,Single,1
10042,20154013,Multiple,1
10043,20154073,Multiple,1
10044,20151254,Single,1
10045,20156008,Multiple,1
10046,20153099,Multiple,1
10047,20155080,Multiple,1
10048,20151039,Single,1
10049,20155011,Multiple,1
10050,20151199,Single,1
10051,20152146,Multiple,1
10052,20152022,Multiple,1
10053,20156025,Multiple,1
10054,20151145,Multiple,1
10055,20151241,Multiple,1
10056,20155044,Single,3
10057,20154019,Multiple,1
10058,20153009,Single,1
10059,20153105,Single,1
10060,20151224,Single,1
10061,20153045,Single,1
10062,20153078,Multiple,1
10063,20154054,Single,1
10064,20151097,Single,1
10065,20152061,Single,1
10066,20151013,Single,1
10067,20151275,Multiple,2
10068,20152168,Single,1
10069,20155058,Single,1
10070,20151004,Single,1
10071,20154020,Single,1
10072,20151206,Multiple,1
10073,20154096,Single,1
10074,20155004,Single,2
10075,20152172,Multiple,1
10076,20152080,Multiple,1
10077,20152044,Multiple,1
10078,20152095,Multiple,1
10079,20155121,Single,1
10080,20153140,Single,1
10081,20153098,Single,2
10082,20155063,Single,1
10083,20153167,Single,1
10084,20155024,Single,1
10085,20153018,Single,1
10086,20151197,Multiple,1
10087,20154040,Single,1
10088,20151010,Multiple,2
10089,20151044,Single,1
10090,20151304,Single,1
10091,20155003,Multiple,1
10092,20153132,Single,1
10093,20152136,Single,1
10094,20152230,Multiple,1
10095,20153133,Single,1
10096,20151185,Multiple,2
10097,20151066,Single,1
10098,20153069,Single,1
10099,20155112,Single,1
10100,20153100,Single,1
10101,20155006,Single,1
10102,20154084,Single,1
10103,20152194,Multiple,1
10104,20158008,Multiple,1
10105,20152210,Single,1
10106,20152101,Multiple,1
10107,20152091,Single,1
10108,20151226,Single,1
10109,20151272,Single,1
10110,20152112,Multiple,1
10111,20154081,Single,1
10112,20153073,Single,1
10113,20154007,Single,1
10114,20152202,Multiple,1
10115,20155071,Multiple,1
10116,20151136,Multiple,1
10117,20153217,Single,1
10118,20155140,Single,1
10119,20151252,Single,1
10120,20151123,Single,1
10121,20157005,Single,1
10122,20151179,Multiple,1
10123,20151011,Single,1
10124,20156021,Multiple,1
10125,20152052,Single,1
10126,20151311,Multiple,1
10127,20151220,Single,1
10128,20151223,Multiple,1
10129,20151191,Single,1
10130,20153184,Multiple,3
10131,20153011,Single,1
10132,20153066,Single,1
10133,20151258,Multiple,1
10134,20152012,Multiple,1
10135,20151172,Multiple,1
10136,20151200,Single,1
10137,20153088,Single,1
10138,20152170,Multiple,1
10139,20151261,Multiple,1
10140,20153177,Multiple,1
10141,20155026,Multiple,1
10142,20153129,Single,1
10143,20151048,Multiple,1
10144,20153213,Single,1
10145,20151142,Single,1
10146,20153024,Single,1
10147,20151122,Multiple,1
10148,20154006,Single,1
10149,20152203,Single,1
10150,20151042,Multiple,1
10151,20153191,Multiple,1
10152,20153126,Single,1
10153,20151055,Multiple,1
10154,20153041,Single,1
10155,20152067,Multiple,1
10156,20154082,Single,1
10157,20154049,Multiple,1
10158,20155029,Single,1
10159,20152142,Multiple,1
10160,20153055,Single,1
10161,20151080,Multiple,2
10162,20154066,Multiple,1
10163,20153187,Single,1
10164,20155114,Multiple,1
10165,20151117,Multiple,2
10166,20151001,Single,1
10167,20156010,Single,1
10168,20152053,Multiple,1
10169,20152043,Multiple,1
10170,20156024,Single,1
10171,20152115,Single,1
10172,20155008,Multiple,2
10173,20155076,Multiple,1
10174,20156026,Multiple,1
10175,20155130,Multiple,1
10176,20152214,Single,1
10177,20154071,Single,1
10178,20154032,Single,1
10179,20155086,Multiple,1
10180,20152083,Multiple,1
10181,20153082,Single,1
10182,20155097,Single,1
10183,20157003,Single,1
10184,20152120,Multiple,1
10185,20154083,Single,1
10186,20154056,Multiple,1
10187,20151268,Single,1
10188,20153122,Multiple,2
10189,20154053,Multiple,1
10190,20152008,Multiple,1
10191,20153143,Single,1
10192,20151195,Single,1
10193,20153165,Single,1
10194,20151159,Multiple,3
10195,20151257,Multiple,1
10196,20157023,Single,2
10197,20151126,Single,1
10198,20151022,Single,1
10199,20153061,Multiple,1
10200,20152049,Multiple,1
10201,20155053,Single,1
10202,20152204,Multiple,1
10203,20151064,Multiple,1
10204,20153063,Single,1
10205,20151228,Single,1
10206,20154065,Single,1
10207,20153159,Single,1
10208,20154060,Single,1
10209,20151133,Single,1
10210,20154027,Single,1
10211,20152114,Single,1
10212,20156003,Single,1
10213,20154075,Single,1
10214,20154042,Single,1
10215,20153168,Single,1
10216,20154069,Single,1
10217,20151302,Single,1
10218,20151061,Single,1
10219,20151293,Single,1
10220,20151047,Single,1
10221,20153185,Single,1
10222,20152215,Single,1
10223,20153170,Multiple,1
10224,20155015,Multiple,1
10225,20152020,Multiple,1
10226,20151079,Single,1
10227,20152179,Multiple,1
10228,20153007,Multiple,1
10229,20152123,Multiple,1
10230,20153087,Multiple,1
10231,20153081,Single,1
10232,20152064,Multiple,1
10233,20152082,Multiple,1
10234,20152050,Multiple,1
10235,20153075,Single,1
10236,20155137,Multiple,1
10237,20151291,Multiple,1
10238,20154088,Single,1
10239,20152098,Single,1
10240,20151108,Single,1
10241,20151089,Single,1
10242,20157032,Single,1
10243,20151107,Single,1
10244,20152027,Multiple,1
10245,20154041,Multiple,1
10246,20153131,Multiple,2
10247,20154093,Single,1
10248,20156032,Multiple,1
10249,20152045,Multiple,1
10250,20153205,Single,2
10251,20153059,Multiple,1
10252,20152063,Multiple,1
10253,20152138,Multiple,1
10254,20151147,Single,1
10255,20151321,Multiple,1
10256,20152069,Multiple,1
10257,20154031,Multiple,1
10258,20155042,Single,1
10259,20152165,Single,1
10260,20151315,Single,1
10261,20151295,Single,1
10262,20153017,Single,1
10263,20152206,Multiple,1
10264,20151030,Single,1
10265,20152201,Single,1
10266,20153047,Single,1
10267,20155122,Single,1
10268,20154080,Single,1
10269,20158004,Multiple,1
10270,20153004,Multiple,3
10271,20155117,Multiple,1
10272,20157028,Multiple,1
10273,20152149,Single,1
10274,20151213,Multiple,1
10275,20153189,Multiple,1
10276,20154089,Single,1
10277,20151016,Multiple,1
10278,20151156,Single,1
10279,20156011,Multiple,1
10280,20153029,Single,1
10281,20151046,Single,1
10282,20151151,Single,1
10283,20155072,Single,2
10284,20151155,Multiple,1
10285,20153179,Single,1
10286,20151116,Single,1
10287,20157021,Single,1
10288,20152007,Multiple,1
10289,20153204,Single,1
10290,20152006,Single,1
10291,20151086,Multiple,1
10292,20151299,Single,1
10293,20155030,Single,1
10294,20151140,Multiple,2
10295,20155099,Single,1
10296,20156016,Single,1
10297,20151229,Multiple,1
10298,20153146,Single,1
10299,20158005,Multiple,1
10300,20154014,Multiple,1
10301,20153153,Multiple,1
10302,20155120,Single,1
10303,20151222,Single,1
10304,20155129,Multiple,1
10305,20151176,Single,1
10306,20152160,Single,1
10307,20151286,Single,1
10308,20153090,Multiple,1
10309,20154034,Single,1
10310,20152130,Multiple,1
10311,20156001,Single,1
10312,20155111,Single,1
10313,20153034,Single,1
10314,20152046,Multiple,1
10315,20153211,Single,1
10316,20151250,Single,1
10317,20153093,Single,1
10318,20151087,Single,1
10319,20153139,Single,1
10320,20155037,Single,1
10321,20155096,Single,1
10322,20152161,Single,1
10323,20155106,Single,1
10324,20152010,Single,1
10325,20155135,Single,2
10326,20157026,Single,1
10327,20153113,Single,1
10328,20154074,Multiple,1
10329,20153019,Single,1
10330,20151307,Multiple,1
10331,20151050,Single,1
10332,20152184,Multiple,1
10333,20151178,Single,1
10334,20154094,Multiple,1
10335,20151263,Single,1
10336,20155043,Single,1
10337,20151106,Multiple,1
10338,20154046,Single,1
10339,20153119,Single,1
10340,20152137,Single,1
10341,20151233,Multiple,1
10342,20151166,Multiple,1
10343,20153044,Single,1
10344,20151317,Multiple,1
10345,20152113,Single,1
10346,20152119,Multiple,1
10347,20153039,Single,1
10348,20156002,Single,1
10349,20152176,Multiple,1
10350,20152117,Single,1
10351,20151027,Single,1
10352,20151071,Single,1
10353,20151318,Single,1
10354,20151208,Multiple,1
10355,20151308,Multiple,1
10356,20152181,Single,1
10357,20154043,Single,1
10358,20151325,Single,1
10359,20152218,Single,1
10360,20151323,Single,1
10361,20155108,Multiple,3
10362,20155027,Single,1
10363,20155094,Multiple,1
10364,20151003,Single,1
10365,20155059,Single,1
10366,20156014,Multiple,1
10367,20151077,Multiple,1
10368,20153001,Single,1
10369,20155119,Multiple,1
10370,20152068,Single,1
10371,20153010,Multiple,1
10372,20151274,Single,1
10373,20157034,Multiple,1
10374,20152152,Multiple,1
10375,20154024,Single,1
10376,20151217,Single,1
10377,20152002,Single,1
10378,20157014,Single,1
10379,20155012,Multiple,4
10380,20153072,Multiple,1
10381,20152040,Single,1
10382,20153145,Single,1
10383,20151277,Multiple,1
10384,20152028,Single,1
10385,20157033,Multiple,1
10386,20151227,Multiple,2
10387,20153147,Single,1
10388,20151082,Single,1
10389,20152103,Single,1
10390,20152038,Multiple,1
10391,20151115,Multiple,2
10392,20153161,Single,1
10393,20151125,Single,1
10394,20153181,Single,1
10395,20154076,Single,1
10396,20151243,Single,1
10397,20152076,Single,1
10398,20155020,Single,1
10399,20151212,Single,1
10400,20151234,Single,1
10401,20151290,Single,1
10402,20154026,Single,1
10403,20151175,Single,1
10404,20151152,Multiple,1
10405,20151075,Single,1
10406,20155051,Single,1
10407,20151298,Single,1
10408,20154059,Multiple,2
10409,20151204,Multiple,1
10410,20151063,Multiple,3
10411,20153068,Multiple,2
10412,20153212,Multiple,2
10413,20151182,Single,1
10414,20152079,Single,1
10415,20154009,Single,1
10416,20151023,Single,1
10417,20151297,Single,1
10418,20152036,Single,1
10419,20152100,Multiple,1
10420,20157038,Multiple,1
10421,20157025,Single,1
10422,20155032,Single,1
10423,20151244,Multiple,1
10424,20152086,Single,1
10425,20154005,Single,1
10426,20152107,Multiple,1
10427,20151068,Single,1
10428,20155101,Single,1
10429,20153037,Multiple,1
10430,20154010,Single,1
10431,20152209,Single,1
10432,20151245,Single,1
10433,20153216,Multiple,1
10434,20155061,Single,1
10435,20151313,Single,1
10436,20155041,Single,1
10437,20151186,Multiple,1
10438,20154047,Single,1
10439,20151269,Multiple,1
10440,20154095,Single,1
10441,20152222,Multiple,1
10442,20153198,Multiple,1
10443,20152229,Single,1
10444,20152226,Single,1
10445,20157027,Single,1
10446,20155028,Multiple,1
10447,20153207,Single,1
10448,20155056,Single,1
10449,20152111,Multiple,1
10450,20151146,Multiple,1
10451,20153043,Multiple,1
10452,20155062,Multiple,1
10453,20152033,Multiple,2
10454,20153115,Multiple,1
10455,20152075,Multiple,1
10456,20153208,Single,1
10457,20157020,Single,1
10458,20155074,Multiple,1
10459,20152175,Single,1
10460,20154090,Single,1
10461,20153193,Multiple,1
10462,20153120,Single,3
10463,20153008,Multiple,1
10464,20153048,Multiple,1
10465,20151190,Multiple,1
10466,20151144,Multiple,1
10467,20151171,Multiple,1
10468,20152190,Multiple,1
10469,20152014,Multiple,2
10470,20155113,Single,1
10471,20153203,Single,1
10472,20153012,Single,1
10473,20151083,Single,1
10474,20151202,Single,1
10475,20152164,Single,1
10476,20155001,Single,1
10477,20156022,Single,1
10478,20153035,Single,1
10479,20151187,Single,1
10480,20152093,Multiple,1
10481,20153021,Multiple,1
10482,20152156,Multiple,1
10483,20153022,Multiple,1
10484,20154061,Multiple,1
10485,20153027,Single,1
10486,20154018,Multiple,1
10487,20153219,Multiple,1
10488,20152159,Single,1
10489,20157031,Multiple,1
10490,20151102,Single,1
10491,20153096,Single,1
10492,20155019,Single,1
10493,20151230,Single,1
10494,20152099,Single,1
10495,20152071,Single,1
10496,20153040,Single,1
10497,20151025,Multiple,1
10498,20151069,Single,1
10499,20151183,Single,1
10500,20153149,Single,1
10501,20151138,Single,1
10502,20152102,Multiple,1
10503,20157018,Single,2
10504,20151161,Single,1
10505,20157002,Single,1
10506,20151158,Single,1
10507,20158010,Multiple,1
10508,20156023,Multiple,2
10509,20153104,Multiple,1
10510,20152122,Multiple,1
10511,20152223,Single,2
10512,20156020,Multiple,1
10513,20152087,Single,1
10514,20153163,Multiple,1
10515,20151236,Single,1
10516,20152074,Single,1
10517,20153101,Single,1
10518,20153064,Multiple,1
10519,20151037,Single,1
10520,20151284,Single,1
10521,20153192,Single,1
10522,20151006,Multiple,1
10523,20152013,Single,1
10524,20151135,Single,1
10525,20151112,Single,1
10526,20154030,Single,1
10527,20151221,Single,1
10528,20151038,Multiple,1
10529,20155040,Single,1
10530,20153079,Single,1
10531,20152147,Multiple,1
10532,20151118,Single,1
10533,20151283,Single,1
10534,20156013,Single,1
10535,20151270,Multiple,1
10536,20151255,Single,1
10537,20151305,Single,1
10538,20152145,Multiple,1
10539,20151196,Single,1
10540,20156005,Multiple,1
10541,20151165,Multiple,1
10542,20151189,Single,1
10543,20153080,Multiple,1
10544,20158014,Multiple,1
10545,20151053,Multiple,1
10546,20153054,Single,1
10547,20155093,Multiple,1
10548,20153214,Single,1
10549,20151203,Single,1
10550,20154035,Multiple,1
10551,20151143,Multiple,1
10552,20153199,Multiple,1
10553,20153160,Single,2
10554,20151128,Multiple,1
10555,20152029,Multiple,1
10556,20151024,Single,1
10557,20152066,Single,1
10558,20156030,Multiple,1
10559,20152198,Single,1
10560,20157009,Single,1
10561,20152167,Multiple,1
10562,20152055,Multiple,1
10563,20151215,Multiple,1
10564,20151164,Single,1
10565,20155092,Single,1
10566,20151119,Single,1
10567,20157001,Single,1
10568,20152026,Multiple,1
10569,20151105,Multiple,1
10570,20154092,Multiple,3
10571,20151148,Multiple,1
10572,20155031,Single,2
10573,20153186,Multiple,1
10574,20151090,Single,1
10575,20157036,Single,1
10576,20154021,Multiple,1
10577,20151294,Single,1
10578,20153095,Single,1
10579,20152019,Multiple,1
10580,20151074,Single,1
10581,20157040,Single,2
10582,20151262,Single,1
10583,20154079,Single,1
10584,20153089,Single,1
10585,20155064,Single,1
10586,20151238,Multiple,1
10587,20152227,Multiple,2
10588,20151211,Multiple,1
10589,20152116,Multiple,1
10590,201550099,Single,1
10591,20151124,Multiple,1
10592,20153032,Multiple,1
10593,20155068,Single,1
10594,20151127,Single,1
10595,20157015,Single,1
10596,20152187,Single,1
10597,20153127,Single,1
10598,20156031,Multiple,1
10599,20158011,Single,1
10600,20152128,Single,1
10601,20152021,Single,1
10602,20153003,Multiple,1
10603,20151288,Multiple,1
10604,20152037,Multiple,1
10605,20152199,Multiple,1
10606,20154022,Single,1
10607,20154055,Multiple,1
10608,20153218,Single,1
10609,20151095,Multiple,1
10610,20154057,Multiple,1
10611,20152126,Single,1
10612,20155005,Multiple,1
10613,20153164,Multiple,2
10614,20157029,Single,2
10615,20151035,Multiple,1
10616,20153190,Multiple,1
10617,201550059,Single,1
10618,20152162,Single,3
10619,20154003,Multiple,1
10620,20155067,Single,1
10621,20152092,Multiple,1
10622,20154033,Multiple,1
10623,20151310,Multiple,2
10624,20153157,Multiple,1
10625,20155002,Multiple,1
10626,20152001,Multiple,1
10627,20158003,Multiple,1
10628,20151163,Multiple,1
10629,20153005,Single,1
10630,20155090,Multiple,1
10631,20155133,Multiple,1
10632,20153052,Single,2
10633,20151045,Multiple,1
10634,20151130,Single,1
10635,20153023,Single,1
10636,20152224,Single,1
10637,20152154,Single,1
10638,20156028,Single,1
10639,20155078,Single,1
10640,20151040,Single,1
10641,20155033,Single,1
10642,20154029,Multiple,1
10643,20155083,Multiple,1
10644,20155131,Multiple,1
10645,20151278,Multiple,1
10646,20153014,Multiple,2
10647,20155132,Single,1
10648,20153114,Single,3
10649,20153031,Single,1
10650,20152048,Multiple,1
10651,20153130,Single,1
10652,20154001,Single,1
10653,20153152,Single,2
10654,20151060,Multiple,2
10655,20151132,Multiple,1
10656,20151073,Multiple,1
10657,20152065,Single,1
10658,20153036,Single,1
10659,20153071,Multiple,1
10660,20151129,Single,1
10661,20157041,Single,1
10662,20152110,Multiple,2
10663,20152004,Single,1
10664,20153067,Single,1
10665,20151111,Multiple,1
10666,20155127,Single,1
10667,20152197,Multiple,1
10668,20154044,Multiple,1
10669,20155052,Single,1
10670,20151326,Multiple,1
10671,20151285,Multiple,1
10672,20155016,Single,1
10673,20154037,Multiple,1
10674,20155091,Multiple,1
10675,20153173,Single,1
10676,20151240,Single,1
10677,20152062,Multiple,1
10678,20153038,Single,1
10679,20151309,Single,2
10680,20152054,Multiple,1
10681,20153111,Multiple,1
10682,20152056,Single,1
10683,20152213,Multiple,1
10684,20153180,Single,1
10685,20151018,Single,1
10686,20156029,Multiple,1
10687,20151031,Single,1
10688,20152155,Multiple,1
10689,20153074,Single,1
10690,20157030,Single,1
10691,20151188,Multiple,1
10692,20152078,Multiple,1
10693,20153097,Single,1
10694,20152089,Multiple,1
10695,20151091,Multiple,1
10696,20151032,Multiple,1
10697,20158006,Single,1
10698,20154028,Single,1
10699,20153154,Single,1
10700,20152034,Single,1
10701,20153123,Single,1
10702,20151253,Multiple,1
10703,20151169,Multiple,1
10704,20152125,Multiple,1
10705,20151174,Multiple,1
10706,20151113,Multiple,2
10707,20155107,Single,1
10708,20152180,Multiple,1
10709,20151259,Single,1
10710,20151170,Single,1
10711,20154050,Single,1
10712,20152005,Single,1
10713,20151198,Multiple,1
10714,20153166,Single,1
10715,20153109,Single,1
10716,20151065,Single,1
10717,20154067,Single,1
10718,20158001,Multiple,1
10719,20151059,Multiple,1
10720,20151312,Single,2
10721,20152173,Single,1
10722,20151279,Single,1
10723,20151301,Multiple,1
10724,20151049,Multiple,1
10725,20152169,Multiple,1
10726,20157006,Single,1
10727,20157035,Multiple,1
10728,20151019,Multiple,1
10729,20151214,Single,1
10730,20154016,Multiple,1
10731,20157010,Single,1
10732,20152041,Single,1
10733,20151150,Multiple,1
10734,20152059,Single,1
10735,20153030,Single,1
10736,20155013,Single,1
10737,20155070,Single,1
10738,20152124,Single,1
10739,20153174,Single,1
10740,20154011,Single,1
10741,20153118,Single,1
10742,20151131,Multiple,1
10743,20151096,Multiple,1
10744,20152144,Single,1
10745,20152217,Single,1
10746,20153028,Multiple,1
10747,20152097,Multiple,1
10748,20152051,Single,2
10749,20154036,Multiple,1
10750,20153025,Single,1
10751,20154063,Multiple,1
10752,20152231,Single,1
10753,20152018,Multiple,1
10754,20155050,Multiple,1
10755,20153175,Single,1
10756,20153013,Single,1
10757,20155065,Multiple,1
10758,20153058,Single,1
10759,20152085,Single,1
10760,20153057,Single,1
10761,20155069,Multiple,1
10762,20153172,Single,1
10763,20151296,Single,1
10764,20151020,Multiple,2
10765,20151093,Multiple,1
10766,20151026,Multiple,1
10767,20151043,Multiple,1
10768,20152158,Single,1
10769,20153197,Single,1
10770,20152133,Multiple,1
10771,20153002,Single,2
10772,20153065,Multiple,1
10773,20153084,Single,1
10774,20155136,Single,1
10775,20152016,Single,1
10776,20152216,Single,2
10777,20152060,Single,1
10778,20155010,Single,2
10779,20155110,Single,2
10780,20154077,Single,1
10781,20151281,Single,1
10782,20151280,Single,1
10783,20153103,Single,1
10784,20153125,Multiple,1
10785,20154025,Multiple,1
10786,20151235,Multiple,1
10787,20155085,Single,2
10788,20153196,Single,1
10789,20157022,Single,1
10790,20151264,Single,1
10791,20153026,Single,1
10792,20153020,Single,2
10793,20152031,Multiple,2
10794,20153051,Multiple,1
10795,20155138,Single,1
10796,20155128,Multiple,1
10797,20153200,Single,1
10798,20151271,Single,1
10799,20154058,Single,1
10800,20151207,Single,1
10801,20154023,Multiple,1
10802,20151009,Single,1
10803,20152030,Multiple,1
10804,20151177,Multiple,1
10805,20154002,Single,1
10806,20152121,Single,1
10807,20151160,Single,1
10808,20153142,Single,1
10809,20153112,Multiple,1
10810,20153136,Multiple,1
10811,20151076,Multiple,1
10812,20151098,Single,1
10813,20153076,Single,1
10814,20152009,Single,1
10815,20152131,Single,1
10816,20151153,Multiple,2
10817,20151052,Single,1
10818,20153107,Single,1
10819,20151287,Multiple,1
10820,20153156,Multiple,1
10821,20158002,Multiple,1
10822,20157013,Multiple,1
10823,20154017,Single,1
10824,20151036,Single,1
10825,20153135,Multiple,1
10826,20151181,Single,1
10827,20152003,Single,1
10828,20153050,Multiple,1
10829,20151078,Multiple,1
10830,20155125,Multiple,2
10831,20152150,Single,1
10832,20155134,Multiple,1
10833,20151007,Single,1
10834,20152108,Multiple,1
10835,20156012,Single,1
10836,20153176,Multiple,1
10837,20157037,Single,1
10838,20153182,Multiple,1
10839,20155025,Single,1
10840,20155073,Multiple,1
10841,20152017,Multiple,1
10842,20152032,Single,1
10843,20152127,Single,2
10844,20151266,Single,1
10845,20156009,Single,1
10846,20151265,Single,1
10847,20153150,Single,1
10848,20155054,Single,1
10849,20152084,Single,1
10850,20152057,Single,1
10851,20155036,Multiple,2
10852,20155007,Multiple,1
10853,20155039,Multiple,1
10854,20154062,Single,1
10855,20152042,Multiple,2
10856,20156017,Single,1
10857,20155017,Single,2
10858,20153201,Multiple,1
10859,20151249,Single,1
10860,20155057,Single,1
10861,20151180,Single,1
10862,20151100,Single,1
10863,20151056,Single,1
10864,20153062,Single,1
10865,20153171,Single,1
10866,20152025,Single,1
10867,20157008,Single,1
10868,20153124,Multiple,1
10869,20155109,Multiple,1
10870,20151173,Single,1
10871,20153134,Multiple,2
10872,20151201,Multiple,1
10873,20151101,Single,1
10874,20153015,Multiple,2
10875,20155124,Single,1
10876,20151260,Single,1
10877,20155077,Multiple,1
10878,20153033,Single,1
10879,20152070,Single,1
10880,20152193,Single,1
10881,20152106,Single,1
10882,20152081,Single,1
10883,20153178,Multiple,2
10884,20155118,Multiple,1
10885,20151314,Single,1
10886,20152132,Single,1
10887,20154086,Single,1
10888,20154068,Single,1
10889,20153202,Multiple,1
10890,20151218,Multiple,1
10891,20153144,Single,1
10892,20155047,Single,1
10893,20151219,Multiple,1
10894,20151322,Multiple,1
10895,20153060,Multiple,1
10896,20151210,Multiple,1
10897,20157007,Single,1
10898,20152157,Single,1
10899,20151139,Single,1
10900,20157004,Single,1
10901,20152015,Single,1
10902,20151225,Single,1
10903,20151005,Multiple,1
10904,20151251,Multiple,1
10905,20152212,Multiple,2
10906,20152058,Multiple,1
10907,20151081,Multiple,1
10908,20153091,Single,1
10909,20153077,Multiple,1
10910,20155088,Single,1
