crash_id,crash_event,crash_type,number_fatalities
22697,20051322,Single,1
22698,20055126,Multiple,1
22699,20053231,Single,1
22700,20054123,Multiple,1
22701,20051141,Multiple,1
22702,20051417,Single,1
22703,20052009,Single,1
22704,20051193,Single,1
22705,20052004,Single,1
22706,20051304,Single,1
22707,20053135,Single,1
22708,20051375,Multiple,1
22709,20053274,Multiple,1
22710,20055134,Single,1
22711,20051419,Multiple,1
22712,20051123,Multiple,1
22713,20054025,Multiple,1
22714,20053051,Single,1
22715,20053134,Single,2
22716,20051341,Multiple,1
22717,20058015,Multiple,1
22718,20052288,Multiple,1
22719,20052277,Multiple,2
22720,20055064,Multiple,1
22721,20052275,Single,1
22722,20051019,Multiple,1
22723,20054023,Multiple,1
22724,20052299,Multiple,1
22725,20051422,Single,1
22726,20051372,Single,1
22727,20052252,Multiple,1
22728,20051377,Single,1
22729,20053069,Multiple,1
22730,20051003,Multiple,1
22731,20052201,Multiple,1
22732,20055142,Multiple,1
22733,20053137,Multiple,1
22734,20052245,Multiple,1
22735,20051299,Single,1
22736,20052262,Multiple,1
22737,20054032,Multiple,1
22738,20051142,Single,1
22739,20052069,Multiple,1
22740,20051240,Single,1
22741,20051342,Single,1
22742,20051080,Multiple,1
22743,20051254,Multiple,1
22744,20051017,Single,1
22745,20055007,Single,1
22746,20056043,Single,1
22747,20056019,Multiple,2
22748,20055065,Multiple,1
22749,20052200,Multiple,1
22750,20051154,Single,1
22751,20057018,Multiple,1
22752,20052156,Multiple,1
22753,20051441,Multiple,1
22754,20055133,Single,1
22755,20053033,Single,1
22756,20051277,Single,1
22757,20055030,Multiple,1
22758,20057043,Multiple,1
22759,20053046,Single,1
22760,20055083,Single,1
22761,20055017,Multiple,1
22762,20054113,Single,1
22763,20052222,Single,1
22764,20051092,Single,1
22765,20053091,Multiple,1
22766,20054043,Multiple,1
22767,20051246,Single,1
22768,20051271,Multiple,1
22769,20052120,Multiple,1
22770,20051356,Single,3
22771,20052104,Single,1
22772,20051035,Single,1
22773,20051015,Multiple,1
22774,20057049,Single,1
22775,20058016,Multiple,1
22776,20057037,Single,1
22777,20057002,Single,1
22778,20051076,Single,1
22779,20051151,Single,1
22780,20051192,Single,1
22781,20053280,Multiple,1
22782,20052186,Single,1
22783,20053077,Single,1
22784,20052103,Single,1
22785,20051209,Multiple,1
22786,20054042,Multiple,1
22787,20053118,Single,1
22788,20051280,Single,1
22789,20053058,Multiple,1
22790,20052238,Single,1
22791,20057001,Single,1
22792,20055023,Multiple,1
22793,20053230,Multiple,3
22794,20053156,Single,1
22795,20051451,Multiple,1
22796,20051052,Multiple,1
22797,20051120,Multiple,1
22798,20052075,Single,1
22799,20051150,Single,1
22800,20058008,Single,1
22801,20055106,Single,1
22802,20051051,Multiple,1
22803,20055120,Multiple,1
22804,20052064,Multiple,1
22805,20054034,Single,1
22806,20055119,Single,1
22807,20052112,Multiple,1
22808,20052301,Multiple,1
22809,20053123,Multiple,1
22810,20052246,Single,1
22811,20056033,Multiple,1
22812,20052187,Multiple,2
22813,20051415,Single,2
22814,20051005,Single,1
22815,20052304,Multiple,1
22816,20053146,Single,1
22817,20055125,Multiple,3
22818,20054097,Single,1
22819,20051300,Single,1
22820,20054052,Single,1
22821,20051011,Single,1
22822,20053056,Multiple,1
22823,20055144,Multiple,1
22824,20054087,Single,1
22825,20052217,Multiple,1
22826,20051075,Single,2
22827,20053110,Multiple,1
22828,20055127,Single,1
22829,20053139,Multiple,1
22830,20053112,Multiple,1
22831,20051086,Single,1
22832,20051385,Single,1
22833,20055104,Multiple,1
22834,20052068,Single,1
22835,20051083,Multiple,1
22836,20053232,Multiple,1
22837,20057047,Single,1
22838,20051261,Single,1
22839,20053088,Single,1
22840,20052297,Multiple,2
22841,20052230,Single,1
22842,20051199,Single,2
22843,20053199,Single,1
22844,20052269,Multiple,1
22845,20052225,Single,1
22846,20056042,Single,1
22847,20057035,Multiple,1
22848,20055100,Single,1
22849,20053039,Single,1
22850,20053249,Single,1
22851,20058004,Single,1
22852,20052159,Single,1
22853,20051395,Single,1
22854,20051369,Multiple,1
22855,20053130,Single,1
22856,20055044,Single,1
22857,20051165,Multiple,1
22858,20054016,Single,1
22859,20053082,Single,1
22860,20053262,Single,1
22861,20051016,Single,1
22862,20052026,Single,1
22863,20053147,Multiple,1
22864,20051391,Multiple,1
22865,20053083,Single,1
22866,20054017,Single,1
22867,20051002,Single,1
22868,20052149,Single,1
22869,20051001,Multiple,1
22870,20053055,Single,1
22871,20051203,Single,1
22872,20053006,Multiple,1
22873,20053287,Multiple,1
22874,20051112,Multiple,1
22875,20052228,Single,1
22876,20055052,Single,1
22877,20052214,Single,1
22878,20053200,Single,1
22879,20054096,Multiple,1
22880,20051318,Single,1
22881,20058025,Single,1
22882,20051032,Single,1
22883,20053260,Single,1
22884,20055040,Multiple,1
22885,20052056,Multiple,1
22886,20052197,Single,1
22887,20055132,Multiple,1
22888,20051367,Multiple,1
22889,20051351,Single,1
22890,20051317,Multiple,1
22891,20051097,Multiple,1
22892,20051290,Multiple,1
22893,20051172,Multiple,1
22894,20055046,Single,1
22895,20052017,Multiple,1
22896,20055073,Multiple,1
22897,20053296,Single,1
22898,20053223,Multiple,1
22899,20053109,Single,1
22900,20051082,Single,1
22901,20051291,Single,1
22902,20051287,Single,1
22903,20054075,Single,3
22904,20051353,Single,1
22905,20056008,Single,1
22906,20052210,Multiple,1
22907,20053129,Multiple,1
22908,20052105,Single,1
22909,20053038,Single,1
22910,20052077,Single,1
22911,20052208,Single,1
22912,20051162,Single,1
22913,20053054,Multiple,1
22914,20054080,Multiple,1
22915,20057044,Single,1
22916,20055028,Multiple,1
22917,20051410,Multiple,1
22918,20051306,Multiple,2
22919,20053266,Single,1
22920,20053012,Multiple,2
22921,20056016,Single,1
22922,20053014,Multiple,2
22923,20053227,Multiple,1
22924,20055135,Single,1
22925,20057017,Single,1
22926,20051071,Single,1
22927,20055039,Single,1
22928,20051213,Single,1
22929,20056036,Single,1
22930,20053247,Single,4
22931,20052059,Single,1
22932,20053244,Multiple,1
22933,20057012,Single,1
22934,20054115,Single,1
22935,20053002,Multiple,1
22936,20054031,Single,1
22937,20053062,Single,1
22938,20052204,Single,1
22939,20051398,Multiple,3
22940,20057019,Single,1
22941,20054089,Single,1
22942,20055013,Single,1
22943,20055151,Multiple,1
22944,20051252,Multiple,1
22945,20051279,Multiple,1
22946,20055061,Single,1
22947,20052066,Single,1
22948,20057010,Single,1
22949,20051227,Single,1
22950,20055099,Multiple,1
22951,20051333,Multiple,1
22952,20053219,Single,1
22953,20052055,Multiple,1
22954,20053101,Multiple,1
22955,20055012,Single,2
22956,20053275,Single,1
22957,20055026,Single,1
22958,20051025,Single,1
22959,20052289,Single,2
22960,20052088,Multiple,1
22961,20053158,Single,1
22962,20051399,Single,1
22963,20051207,Single,1
22964,20052308,Multiple,1
22965,20052015,Single,1
22966,20052109,Single,1
22967,20057003,Single,1
22968,20053282,Multiple,1
22969,20057026,Multiple,1
22970,20053286,Multiple,1
22971,20054006,Single,1
22972,20053167,Single,1
22973,20053277,Single,1
22974,20055072,Single,2
22975,20051405,Single,1
22976,20052243,Multiple,1
22977,20051268,Multiple,1
22978,20053103,Single,2
22979,20053151,Single,1
22980,20053292,Single,1
22981,20051426,Single,1
22982,20055098,Single,1
22983,20053026,Single,1
22984,20054108,Single,1
22985,20053293,Single,1
22986,20051278,Single,1
22987,20051128,Multiple,1
22988,20055090,Single,1
22989,20052080,Single,1
22990,20054098,Multiple,2
22991,20053050,Single,1
22992,20052189,Single,2
22993,20051024,Multiple,2
22994,20054065,Multiple,1
22995,20053294,Multiple,1
22996,20052234,Single,1
22997,20054018,Single,1
22998,20053066,Single,1
22999,20052250,Single,1
23000,20051313,Single,1
23001,20051021,Multiple,1
23002,20054119,Multiple,1
23003,20051334,Single,1
23004,20051373,Single,1
23005,20054035,Single,1
23006,20051050,Multiple,1
23007,20051012,Single,1
23008,20051149,Single,1
23009,20051166,Single,1
23010,20051063,Multiple,1
23011,20051276,Single,1
23012,20055122,Multiple,1
23013,20052291,Multiple,2
23014,20053243,Single,1
23015,20051181,Multiple,1
23016,20055029,Multiple,1
23017,20052097,Single,1
23018,20054028,Single,1
23019,20055034,Single,1
23020,20051396,Multiple,1
23021,20051135,Single,1
23022,20051023,Single,1
23023,20053150,Single,1
23024,20051184,Single,1
23025,20055075,Single,1
23026,20051412,Multiple,1
23027,20052060,Multiple,2
23028,20052188,Multiple,1
23029,20057014,Single,1
23030,20058024,Single,1
23031,20052183,Single,1
23032,20054024,Single,1
23033,20051392,Single,1
23034,20051183,Single,2
23035,20057034,Single,1
23036,20053126,Multiple,1
23037,20052057,Single,1
23038,20051430,Multiple,2
23039,20055022,Single,1
23040,20051091,Single,1
23041,20051125,Single,1
23042,20052076,Multiple,1
23043,20053218,Single,1
23044,20054030,Multiple,1
23045,20051238,Single,1
23046,20051361,Multiple,1
23047,20051232,Single,1
23048,20054064,Multiple,1
23049,20052090,Multiple,1
23050,20053265,Single,1
23051,20053079,Multiple,1
23052,20052063,Single,1
23053,20052086,Single,1
23054,20053228,Single,1
23055,20054039,Single,1
23056,20052065,Single,1
23057,20051339,Multiple,1
23058,20051259,Single,1
23059,20053217,Single,1
23060,20051108,Single,1
23061,20052195,Single,1
23062,20053030,Single,1
23063,20051256,Single,1
23064,20052172,Single,1
23065,20051014,Single,1
23066,20058013,Multiple,1
23067,20051458,Multiple,1
23068,20052054,Single,1
23069,20052123,Single,1
23070,20054124,Multiple,2
23071,20052124,Multiple,1
23072,20051205,Multiple,1
23073,20058020,Multiple,2
23074,20052206,Single,1
23075,20051216,Single,1
23076,20053272,Multiple,1
23077,20055050,Single,1
23078,20052190,Single,1
23079,20051411,Multiple,2
23080,20051148,Single,1
23081,20051420,Multiple,1
23082,20051114,Multiple,2
23083,20051204,Multiple,1
23084,20055109,Single,1
23085,20057048,Single,1
23086,20058019,Multiple,1
23087,20053166,Single,1
23088,20052273,Single,1
23089,20054044,Single,1
23090,20051156,Single,1
23091,20058006,Multiple,1
23092,20053105,Multiple,1
23093,20051218,Single,1
23094,20053256,Single,1
23095,20053018,Single,1
23096,20055145,Single,1
23097,20055118,Single,1
23098,20053136,Single,1
23099,20051380,Single,1
23100,20051155,Multiple,1
23101,20054094,Multiple,1
23102,20052153,Multiple,2
23103,20051195,Multiple,1
23104,20051048,Multiple,1
23105,20053068,Single,1
23106,20052178,Multiple,1
23107,20051198,Multiple,1
23108,20054112,Single,1
23109,20057023,Single,1
23110,20053189,Single,1
23111,20055048,Single,1
23112,20054104,Multiple,1
23113,20054126,Single,1
23114,20052166,Multiple,2
23115,20051423,Multiple,1
23116,20053063,Single,1
23117,20052062,Multiple,1
23118,20053111,Multiple,2
23119,20051188,Single,1
23120,20053241,Single,1
23121,20054040,Single,1
23122,20052138,Multiple,1
23123,20057042,Single,1
23124,20054049,Single,1
23125,20055147,Single,1
23126,20051359,Single,1
23127,20052039,Multiple,1
23128,20055015,Single,1
23129,20057021,Single,2
23130,20051175,Multiple,1
23131,20051093,Multiple,1
23132,20052007,Single,1
23133,20052196,Multiple,1
23134,20051167,Multiple,1
23135,20055102,Multiple,1
23136,20051448,Single,1
23137,20054117,Single,1
23138,20051447,Multiple,1
23139,20053238,Multiple,1
23140,20057030,Single,1
23141,20052152,Single,1
23142,20056020,Single,1
23143,20051171,Multiple,1
23144,20057004,Single,1
23145,20051117,Single,1
23146,20052292,Multiple,1
23147,20051390,Multiple,1
23148,20053045,Multiple,1
23149,20054079,Multiple,1
23150,20053183,Multiple,2
23151,20051118,Multiple,1
23152,20053037,Single,1
23153,20051058,Multiple,4
23154,20051258,Multiple,1
23155,20051400,Single,1
23156,20052058,Multiple,1
23157,20051237,Single,1
23158,20052091,Single,1
23159,20051352,Single,1
23160,20053108,Single,1
23161,20053025,Multiple,2
23162,20051010,Single,1
23163,20053267,Single,1
23164,20057005,Single,1
23165,20053251,Single,1
23166,20053015,Multiple,1
23167,20053179,Single,1
23168,20051435,Multiple,1
23169,20053236,Single,1
23170,20056044,Multiple,1
23171,20054095,Single,1
23172,20052114,Single,1
23173,20051248,Multiple,1
23174,20052282,Multiple,1
23175,20051297,Multiple,1
23176,20051302,Single,1
23177,20051087,Single,2
23178,20053273,Single,1
23179,20053081,Single,1
23180,20052237,Multiple,3
23181,20053233,Single,1
23182,20051122,Multiple,1
23183,20057022,Single,1
23184,20056046,Single,1
23185,20056012,Multiple,1
23186,20054071,Multiple,1
23187,20057025,Multiple,1
23188,20051116,Multiple,1
23189,20054121,Single,1
23190,20055043,Single,1
23191,20051107,Multiple,1
23192,20055001,Single,1
23193,20056004,Single,1
23194,20056022,Single,1
23195,20053089,Single,2
23196,20051098,Single,1
23197,20055089,Multiple,1
23198,20055092,Multiple,1
23199,20053220,Single,1
23200,20052177,Single,1
23201,20051028,Single,1
23202,20051295,Single,1
23203,20054003,Multiple,1
23204,20053168,Multiple,1
23205,20051202,Multiple,2
23206,20052003,Multiple,1
23207,20054086,Single,1
23208,20053053,Single,1
23209,20051244,Single,1
23210,20056048,Multiple,1
23211,20056013,Multiple,1
23212,20056045,Single,1
23213,20053289,Single,2
23214,20052094,Multiple,1
23215,20053013,Multiple,1
23216,20052169,Multiple,2
23217,20053185,Multiple,1
23218,20052130,Multiple,1
23219,20053198,Single,1
23220,20052168,Multiple,1
23221,20053159,Multiple,1
23222,20052083,Single,1
23223,20053065,Single,1
23224,20051046,Single,1
23225,20052052,Single,1
23226,20051382,Multiple,1
23227,20052173,Single,1
23228,20051393,Single,1
23229,20051073,Multiple,2
23230,20052034,Multiple,1
23231,20053259,Multiple,1
23232,20051067,Multiple,1
23233,20051267,Single,1
23234,20055020,Multiple,1
23235,20051215,Multiple,2
23236,20052215,Multiple,1
23237,20051325,Single,1
23238,20053061,Multiple,1
23239,20051179,Multiple,1
23240,20054014,Single,1
23241,20051253,Multiple,1
23242,20055027,Multiple,1
23243,20051245,Single,1
23244,20051031,Single,1
23245,20051264,Single,1
23246,20052157,Single,1
23247,20052050,Single,1
23248,20051134,Single,1
23249,20051365,Single,1
23250,20053154,Single,1
23251,20054077,Multiple,2
23252,20052151,Multiple,1
23253,20051260,Single,1
23254,20053281,Multiple,1
23255,20051054,Single,1
23256,20051371,Multiple,1
23257,20056021,Multiple,1
23258,20051115,Single,1
23259,20051434,Multiple,1
23260,20052107,Multiple,1
23261,20051231,Multiple,1
23262,20053024,Single,1
23263,20053049,Single,1
23264,20051159,Single,1
23265,20054073,Single,1
23266,20052211,Single,1
23267,20053031,Single,1
23268,20054127,Single,1
23269,20051185,Single,1
23270,20052224,Single,1
23271,20056039,Multiple,1
23272,20054009,Single,1
23273,20052033,Multiple,2
23274,20054103,Multiple,1
23275,20051223,Multiple,2
23276,20051312,Multiple,1
23277,20053278,Multiple,1
23278,20055095,Single,1
23279,20051042,Single,1
23280,20054061,Single,1
23281,20051126,Single,1
23282,20051250,Single,1
23283,20051131,Single,1
23284,20053022,Multiple,2
23285,20052037,Single,1
23286,20052081,Single,2
23287,20052049,Multiple,1
23288,20052142,Single,1
23289,20052260,Single,1
23290,20052284,Multiple,1
23291,20054010,Single,1
23292,20051257,Single,1
23293,20051008,Single,1
23294,20051136,Single,1
23295,20051060,Single,1
23296,20055103,Single,1
23297,20051368,Multiple,1
23298,20055078,Single,1
23299,20053017,Multiple,1
23300,20053047,Multiple,1
23301,20051143,Multiple,1
23302,20051194,Single,1
23303,20052232,Single,1
23304,20052043,Multiple,1
23305,20058021,Multiple,1
23306,20054056,Single,2
23307,20055087,Single,1
23308,20051153,Multiple,1
23309,20052093,Single,1
23310,20051308,Multiple,1
23311,20056041,Single,1
23312,20051255,Multiple,1
23313,20053252,Single,1
23314,20052258,Single,1
23315,20056032,Single,1
23316,20051145,Single,1
23317,20053010,Single,1
23318,20054114,Multiple,1
23319,20052025,Single,1
23320,20051211,Single,1
23321,20051027,Multiple,1
23322,20053188,Multiple,1
23323,20051439,Single,1
23324,20051427,Single,1
23325,20052024,Multiple,1
23326,20053133,Multiple,1
23327,20052221,Single,1
23328,20053060,Multiple,1
23329,20054013,Single,1
23330,20056025,Multiple,1
23331,20056001,Single,1
23332,20051428,Multiple,2
23333,20055116,Multiple,2
23334,20053268,Multiple,1
23335,20056006,Multiple,1
23336,20051293,Multiple,1
23337,20058012,Multiple,1
23338,20053073,Multiple,1
23339,20051330,Multiple,1
23340,20054055,Single,1
23341,20051249,Single,2
23342,20058009,Single,1
23343,20055136,Multiple,1
23344,20052145,Multiple,1
23345,20052002,Multiple,1
23346,20052070,Single,1
23347,20051220,Multiple,1
23348,20051062,Single,1
23349,20051013,Single,1
23350,20051109,Single,1
23351,20055038,Single,1
23352,20051413,Single,1
23353,20055128,Single,1
23354,20057009,Single,1
23355,20053023,Multiple,2
23356,20053210,Single,1
23357,20051272,Multiple,1
23358,20051224,Single,1
23359,20056023,Multiple,1
23360,20051389,Single,1
23361,20055131,Single,1
23362,20052111,Multiple,1
23363,20051269,Single,1
23364,20052072,Multiple,1
23365,20052092,Single,1
23366,20054027,Single,1
23367,20051265,Multiple,1
23368,20057011,Single,1
23369,20054053,Single,1
23370,20051450,Single,1
23371,20051164,Single,1
23372,20053004,Multiple,1
23373,20051384,Multiple,1
23374,20053263,Multiple,1
23375,20053011,Multiple,1
23376,20051438,Multiple,1
23377,20055107,Single,1
23378,20055108,Multiple,1
23379,20058023,Single,1
23380,20051376,Single,1
23381,20057013,Single,1
23382,20051397,Single,1
23383,20052306,Multiple,1
23384,20055093,Multiple,1
23385,20052191,Multiple,1
23386,20053239,Single,1
23387,20057020,Single,1
23388,20054107,Single,1
23389,20058002,Single,1
23390,20051132,Single,1
23391,20055071,Single,1
23392,20053028,Single,1
23393,20051247,Single,1
23394,20051288,Multiple,1
23395,20051170,Single,1
23396,20052294,Single,1
23397,20052267,Multiple,1
23398,20051383,Single,1
23399,20051282,Multiple,1
23400,20053029,Single,1
23401,20051403,Single,1
23402,20051138,Single,1
23403,20053211,Single,1
23404,20054085,Multiple,1
23405,20052110,Single,1
23406,20053044,Single,1
23407,20051111,Multiple,1
23408,20055066,Single,1
23409,20051335,Single,1
23410,20053192,Multiple,2
23411,20053032,Multiple,5
23412,20052155,Multiple,1
23413,20051105,Single,1
23414,20051064,Single,2
23415,20058014,Single,1
23416,20053122,Multiple,1
23417,20055060,Single,1
23418,20052184,Single,1
23419,20053193,Single,1
23420,20053170,Single,1
23421,20052147,Single,1
23422,20053254,Single,1
23423,20051425,Single,1
23424,20053207,Single,1
23425,20053072,Multiple,1
23426,20052202,Single,1
23427,20052242,Multiple,1
23428,20058001,Single,1
23429,20055084,Multiple,1
23430,20053291,Single,1
23431,20053279,Single,1
23432,20051285,Multiple,1
23433,20051310,Single,1
23434,20051006,Multiple,1
23435,20052216,Multiple,1
23436,20051197,Single,1
23437,20052233,Multiple,1
23438,20051180,Single,1
23439,20052207,Single,1
23440,20051432,Multiple,1
23441,20052148,Single,1
23442,20055150,Single,1
23443,20051433,Single,1
23444,20053175,Single,1
23445,20051147,Single,1
23446,20053009,Single,1
23447,20051289,Single,1
23448,20054020,Multiple,2
23449,20055041,Multiple,2
23450,20053224,Multiple,1
23451,20051137,Single,1
23452,20055053,Single,1
23453,20052255,Single,1
23454,20053042,Multiple,1
23455,20051445,Multiple,1
23456,20052013,Single,1
23457,20051350,Single,1
23458,20051212,Single,1
23459,20053043,Multiple,1
23460,20054021,Single,1
23461,20051437,Multiple,1
23462,20051421,Single,1
23463,20055129,Multiple,1
23464,20052283,Multiple,1
23465,20053107,Multiple,1
23466,20055148,Single,1
23467,20051459,Multiple,1
23468,20053177,Multiple,1
23469,20052027,Single,1
23470,20055096,Single,1
23471,20054116,Multiple,1
23472,20055105,Single,1
23473,20051189,Single,1
23474,20051158,Single,1
23475,20057028,Single,1
23476,20051358,Multiple,1
23477,20051057,Single,1
23478,20055019,Multiple,1
23479,20051345,Multiple,1
23480,20052014,Single,1
23481,20051217,Multiple,1
23482,20054059,Multiple,1
23483,20052019,Multiple,1
23484,20053128,Single,1
23485,20051039,Single,1
23486,20051274,Multiple,1
23487,20055139,Multiple,1
23488,20053040,Multiple,1
23489,20055130,Multiple,1
23490,20052309,Single,1
23491,20054082,Single,1
23492,20053203,Single,1
23493,20052182,Single,1
23494,20051187,Single,1
23495,20056017,Single,1
23496,20052119,Single,1
23497,20054037,Single,2
23498,20053096,Single,1
23499,20051056,Single,2
23500,20053048,Multiple,1
23501,20053182,Single,1
23502,20054051,Multiple,3
23503,20052005,Multiple,3
23504,20053205,Multiple,1
23505,20054072,Multiple,2
23506,20053140,Single,1
23507,20055074,Single,1
23508,20052251,Single,2
23509,20051090,Multiple,1
23510,20055054,Single,1
23511,20054090,Multiple,1
23512,20053221,Single,1
23513,20051366,Multiple,1
23514,20055032,Multiple,1
23515,20052139,Multiple,1
23516,20055024,Multiple,1
23517,20052099,Multiple,1
23518,20052285,Single,1
23519,20051045,Multiple,1
23520,20051094,Single,1
23521,20051296,Single,1
23522,20053143,Single,1
23523,20051228,Multiple,1
23524,20051174,Multiple,1
23525,20051314,Single,1
23526,20051225,Single,1
23527,20053196,Single,1
23528,20052122,Single,1
23529,20051099,Single,1
23530,20051431,Multiple,1
23531,20053234,Multiple,1
23532,20054007,Multiple,2
23533,20052276,Single,1
23534,20051053,Multiple,1
23535,20052314,Single,1
23536,20055047,Multiple,1
23537,20052227,Multiple,1
23538,20052298,Multiple,1
23539,20053124,Single,1
23540,20051336,Single,1
23541,20053100,Multiple,1
23542,20052312,Single,1
23543,20053131,Multiple,1
23544,20057016,Single,1
23545,20052171,Multiple,1
23546,20055002,Single,1
23547,20052135,Single,1
23548,20053076,Single,1
23549,20052061,Single,1
23550,20051121,Multiple,2
23551,20054066,Single,1
23552,20053084,Single,1
23553,20053190,Multiple,1
23554,20052047,Single,1
23555,20053171,Single,1
23556,20051144,Multiple,2
23557,20051234,Multiple,1
23558,20055042,Single,1
23559,20051348,Single,1
23560,20052164,Multiple,1
23561,20054084,Single,2
23562,20052032,Single,1
23563,20054026,Single,1
23564,20054069,Single,1
23565,20054041,Single,1
23566,20055055,Single,1
23567,20053264,Single,1
23568,20058022,Single,1
23569,20057024,Single,2
23570,20052127,Single,1
23571,20051004,Single,1
23572,20052212,Multiple,1
23573,20052012,Single,1
23574,20051229,Multiple,1
23575,20052133,Single,1
23576,20052141,Single,1
23577,20051440,Single,1
23578,20054099,Single,1
23579,20051454,Multiple,1
23580,20052218,Multiple,3
23581,20054120,Single,1
23582,20052084,Single,1
23583,20054105,Multiple,1
23584,20054063,Single,1
23585,20052259,Single,1
23586,20055149,Multiple,1
23587,20051214,Single,1
23588,20054012,Single,1
23589,20052071,Multiple,1
23590,20051178,Single,1
23591,20051133,Single,1
23592,20055049,Multiple,1
23593,20051033,Multiple,1
23594,20054083,Single,1
23595,20055051,Multiple,1
23596,20051316,Single,1
23597,20056003,Single,1
23598,20051100,Multiple,1
23599,20051040,Single,1
23600,20052180,Single,1
23601,20055124,Single,1
23602,20053145,Single,2
23603,20051113,Multiple,1
23604,20052036,Multiple,1
23605,20052287,Multiple,2
23606,20052271,Single,1
23607,20053144,Single,1
23608,20052179,Multiple,1
23609,20053132,Single,1
23610,20052040,Multiple,2
23611,20051320,Single,1
23612,20052263,Multiple,1
23613,20054038,Single,1
23614,20055004,Multiple,1
23615,20054074,Multiple,1
23616,20051176,Single,1
23617,20052307,Multiple,1
23618,20052118,Multiple,1
23619,20051161,Multiple,1
23620,20057015,Multiple,1
23621,20052020,Multiple,1
23622,20053162,Single,1
23623,20054101,Multiple,1
23624,20053157,Multiple,1
23625,20052170,Single,1
23626,20054029,Single,2
23627,20052095,Single,1
23628,20055111,Single,1
23629,20052181,Single,2
23630,20052174,Single,1
23631,20053059,Multiple,1
23632,20058017,Single,1
23633,20051418,Single,1
23634,20054081,Multiple,1
23635,20051340,Single,1
23636,20052311,Single,1
23637,20051406,Multiple,1
23638,20051328,Multiple,1
23639,20053283,Multiple,1
23640,20055037,Multiple,1
23641,20056047,Single,1
23642,20051286,Single,1
23643,20052125,Multiple,1
23644,20055082,Single,1
23645,20051363,Multiple,2
23646,20052313,Single,1
23647,20056007,Single,1
23648,20053290,Single,1
23649,20052137,Multiple,1
23650,20055141,Multiple,1
23651,20057050,Multiple,1
23652,20055113,Single,1
23653,20051208,Single,2
23654,20052281,Single,1
23655,20051443,Multiple,1
23656,20051266,Single,1
23657,20052144,Single,1
23658,20051303,Multiple,1
23659,20053237,Multiple,1
23660,20051235,Multiple,1
23661,20055014,Single,1
23662,20053078,Single,1
23663,20052192,Single,1
23664,20055003,Single,1
23665,20057029,Single,1
23666,20053114,Single,1
23667,20051081,Single,1
23668,20052128,Single,1
23669,20051038,Single,1
23670,20053225,Single,1
23671,20053250,Multiple,2
23672,20053186,Single,1
23673,20053095,Single,1
23674,20055067,Single,2
23675,20051222,Multiple,1
23676,20053094,Multiple,1
23677,20055146,Multiple,1
23678,20052194,Single,1
23679,20051186,Single,1
23680,20052165,Single,1
23681,20051221,Single,1
23682,20053269,Single,1
23683,20051263,Single,1
23684,20052278,Single,1
23685,20053222,Single,2
23686,20052082,Multiple,1
23687,20055080,Single,2
23688,20051101,Single,1
23689,20051007,Single,1
23690,20054048,Single,1
23691,20054045,Multiple,1
23692,20051381,Multiple,2
23693,20051077,Multiple,1
23694,20053178,Single,1
23695,20051146,Single,1
23696,20053016,Multiple,1
23697,20052268,Multiple,1
23698,20051190,Single,1
23699,20052248,Multiple,2
23700,20053181,Multiple,1
23701,20051018,Single,1
23702,20051362,Multiple,1
23703,20054111,Multiple,1
23704,20052256,Single,1
23705,20055006,Single,1
23706,20051110,Single,1
23707,20055117,Multiple,1
23708,20052300,Single,1
23709,20052074,Multiple,1
23710,20051387,Single,1
23711,20051177,Single,1
23712,20051030,Multiple,2
23713,20052231,Multiple,1
23714,20053041,Single,1
23715,20051292,Multiple,1
23716,20053271,Single,1
23717,20057033,Single,2
23718,20052098,Multiple,2
23719,20051301,Multiple,1
23720,20052223,Multiple,1
23721,20053165,Single,1
23722,20055085,Multiple,1
23723,20057008,Single,1
23724,20054008,Multiple,1
23725,20058010,Multiple,1
23726,20054100,Multiple,1
23727,20051394,Single,1
23728,20052089,Multiple,1
23729,20051402,Multiple,1
23730,20054050,Single,1
23731,20051370,Multiple,1
23732,20054001,Single,2
23733,20052046,Single,1
23734,20051104,Single,1
23735,20051139,Multiple,1
23736,20052053,Single,1
23737,20051416,Multiple,1
23738,20054033,Multiple,1
23739,20055077,Single,1
23740,20051129,Multiple,1
23741,20056031,Multiple,1
23742,20051096,Single,1
23743,20051059,Multiple,1
23744,20052239,Multiple,2
23745,20051127,Single,2
23746,20055123,Multiple,1
23747,20053149,Multiple,1
23748,20054088,Single,1
23749,20052117,Single,1
23750,20052198,Single,1
23751,20051055,Single,1
23752,20051338,Multiple,1
23753,20053288,Single,1
23754,20052272,Single,1
23755,20051230,Multiple,1
23756,20052045,Single,1
23757,20053197,Single,1
23758,20053215,Single,1
23759,20051243,Single,1
23760,20052115,Single,1
23761,20051169,Multiple,1
23762,20054054,Multiple,1
23763,20052293,Multiple,1
23764,20051034,Multiple,1
23765,20053106,Multiple,1
23766,20052303,Multiple,1
23767,20051233,Single,1
23768,20051182,Single,1
23769,20051355,Single,1
23770,20052236,Multiple,4
23771,20052078,Multiple,1
23772,20053206,Single,1
23773,20052249,Single,1
23774,20052161,Multiple,1
23775,20052209,Multiple,1
23776,20051242,Multiple,1
23777,20055091,Single,2
23778,20055016,Single,1
23779,20051349,Single,1
23780,20056038,Single,1
23781,20053257,Single,1
23782,20052073,Single,1
23783,20051424,Multiple,1
23784,20057031,Single,1
